fraud_bool,income,name_email_similarity,prev_address_months_count,current_address_months_count,customer_age,days_since_request,intended_balcon_amount,payment_type,zip_count_4w,velocity_6h,velocity_24h,velocity_4w,bank_branch_count_8w,date_of_birth_distinct_emails_4w,employment_status,credit_risk_score,email_is_free,housing_status,phone_home_valid,phone_mobile_valid,bank_months_count,has_other_cards,proposed_credit_limit,foreign_request,source,session_length_in_minutes,device_os,keep_alive_session,device_distinct_emails_8w,device_fraud_count,month
1,0.3,0.056839035,-1,72,40,0.015865073,11.27735929,AA,829,4629.534778,2379.757461,3137.32894,12,2,CA,112,1,BB,0,1,20,0,200,0,INTERNET,7.959047258,windows,0,1,0,7
1,0.8,0.401678637,-1,97,40,0.013116362,-0.960808233,AC,551,4453.014097,2599.824452,3163.720717,0,7,CA,206,1,BA,0,1,-1,0,990,0,INTERNET,41.58566389,windows,0,1,0,7
1,0.4,0.042798695,-1,70,20,0.022411731,-1.526447046,AD,550,4294.774331,4159.67111,3105.199432,816,10,CB,107,1,BC,1,0,31,0,200,0,INTERNET,12.4899339,windows,0,1,0,7
1,0.9,0.467691105,-1,12,40,0.010650813,-0.757206671,AD,797,3559.142684,2894.893086,3110.723782,13,3,CA,144,0,BA,0,1,31,0,200,0,INTERNET,4.529232188,windows,0,1,0,7
1,0.5,0.465614659,-1,119,50,0.000427727,-0.765124204,AB,1598,3401.090202,6331.995003,3050.611577,13,5,CA,128,1,BA,0,1,10,1,200,0,INTERNET,41.05332198,windows,0,2,0,7
1,0.8,0.358566249,151,28,70,0.010734304,-0.715604402,AB,937,1609.81634,2350.045611,3113.001241,29,2,CA,344,1,BA,0,1,11,0,1500,0,INTERNET,49.34547635,linux,0,1,0,7
1,0.9,0.001864978,-1,91,60,0.000938014,-0.849649774,AD,2282,4514.346084,3492.614759,3111.747895,15,5,CB,89,1,BA,0,1,15,0,200,0,INTERNET,3.724226593,x11,0,1,0,7
1,0.9,0.134841333,-1,32,30,0.01707953,-1.039681769,AC,1785,2033.142983,2602.173697,3137.219733,0,2,CA,136,1,BA,1,0,-1,0,200,0,INTERNET,1.557369066,linux,0,1,0,7
1,0.9,0.187944774,-1,70,30,0.017661991,-1.381887308,AB,1002,742.5159241,3569.681886,4817.045402,6,7,CA,212,1,BA,0,1,30,0,1500,0,INTERNET,2.267476221,windows,0,1,0,7
1,0.9,0.572263119,-1,74,40,0.005579128,-1.287169237,AC,1082,3725.785279,3705.618388,3093.599124,0,12,CA,196,0,BA,0,1,-1,0,200,0,INTERNET,2.040314049,macintosh,0,1,0,7
1,0.9,0.649192738,-1,60,30,0.004093424,-0.525204303,AC,815,2281.897343,115,3118.843858,0,3,115,66,1,BC,0,1,-1,0,200,0,INTERNET,3.505441777,other,0,1,0,7
1,0.9,0.557716746,-1,99,30,0.003925339,-1.126277674,AC,2387,4310.666309,3042.850356,3159.158376,0,8,CA,96,1,BA,0,1,-1,0,200,0,115,7.702108619,windows,1,1,0,7
1,0.1,0.524252417,-1,81,20,0.004876925,-1.081136635,AC,1062,7173.144187,5110.873643,3013.055025,0,11,CA,84,1,BC,0,1,-1,0,200,0,INTERNET,7.669542523,windows,0,1,0,7
1,0.8,0.807651212,-1,47,30,0.000771864,-1.364506684,AB,546,6823.06662,4049.628597,3078.608862,11,7,CA,271,1,BC,1,1,1,1,1000,0,INTERNET,3.048249537,linux,1,1,0,7
1,0.9,0.425339279,-1,47,60,0.023030212,-1.473193565,AC,1707,1907.433388,3674.80548,3086.692938,0,4,CA,102,0,BC,0,1,-1,0,200,0,INTERNET,4.646084988,windows,1,1,0,7
1,0.1,0.202725287,-1,57,30,0.034880119,-1.372723557,AD,708,7539.327847,4194.913651,4176.073253,218,17,CA,181,1,BA,0,1,26,0,200,0,INTERNET,0.648526755,windows,1,1,0,7
1,0.9,0.652484187,-1,32,40,0.006775908,-0.414030993,AB,2030,779.8921076,2865.288944,3149.513843,8,5,CA,256,1,BA,0,1,30,0,200,0,INTERNET,5.870624142,other,0,1,0,7
1,0.8,0.084362899,-1,32,60,1.532240196,4.122904343,AA,836,5740.380372,2621.847486,3102.287525,0,7,CA,126,1,BC,0,1,15,1,200,0,INTERNET,6.77315445,macintosh,0,1,0,7
1,0.9,0.677990717,-1,235,30,0.000159737,25.92446484,AA,2097,4587.614478,5892.909106,6829.963169,7,7,CA,212,1,BA,0,1,1,0,500,0,INTERNET,5.579172272,macintosh,1,1,0,7
1,0.8,0.298903241,-1,173,40,0.008703714,-0.598565457,AC,540,1276.199388,5861.752196,3690.755316,1,11,CA,103,1,BA,1,0,-1,0,200,0,INTERNET,7.60368165,windows,1,2,0,7
1,0.9,0.602495834,-1,115,30,0.004755485,-0.963996336,AD,1730,5209.868876,4492.786033,3085.84297,7,7,CA,229,1,BC,0,1,15,0,200,0,INTERNET,5.750634,macintosh,0,1,0,7
1,0.9,0.184026171,-1,30,30,0.006009011,-0.583966793,AC,368,2104.040045,2757.023487,3078.755281,0,1,CA,292,1,BA,0,1,-1,0,990,0,INTERNET,34.91523143,windows,0,1,0,7
1,0.9,0.285289942,-1,141,50,0.01050482,-0.966960326,AD,1092,6484.913717,3043.162933,3079.668546,15,2,CA,309,1,BB,0,1,1,0,1500,0,INTERNET,3.938779791,windows,1,1,0,7
1,0.4,0.718924443,-1,153,20,3.517146468,-0.358110796,AC,104,2121.47029,2048.683562,4307.572675,0,5,CA,174,1,BA,0,1,-1,0,1000,0,INTERNET,6.130128772,windows,1,1,0,7
1,0.4,0.364979225,-1,19,30,0.007664627,-0.966316463,AB,2200,871.4909961,2829.462053,3059.454613,15,8,CA,233,1,BA,0,1,1,0,200,0,INTERNET,2.36061104,windows,0,1,0,7
0,0.9,0.647941411,-1,70,40,0.012116576,-0.766488244,AC,522,4368.551141,3202.695262,3043.081927,2,4,CA,116,0,BA,0,1,15,0,200,0,INTERNET,1.007766969,windows,1,1,0,7
0,0.6,0.609730978,142,38,20,0.009757542,-0.936167378,AD,1634,6282.882178,4419.694255,3439.900724,7,6,CF,129,1,BB,0,1,21,0,200,0,INTERNET,9.21173056,windows,1,1,0,7
0,0.7,0.559477444,-1,31,40,0.018021561,-1.292500179,AB,584,3516.888101,3004.642827,3092.463424,16,8,CA,88,0,BC,0,1,1,0,200,0,INTERNET,6.292767256,other,1,1,0,7
0,0.2,0.697796885,-1,43,20,0.010220362,-1.216726847,AB,536,5170.18627,3402.022582,5128.90417,12,17,CF,81,1,BE,1,1,2,0,500,0,INTERNET,4.17404602,windows,1,1,0,7
0,0.9,0.851660593,-1,67,40,0.018711104,-1.157348544,AB,1285,2033.311502,2463.52605,3071.027172,16,7,CE,121,0,BA,1,1,25,0,200,0,INTERNET,2.663005776,linux,1,1,0,7
0,0.1,0.791257216,-1,107,40,0.02163052,-1.487982152,AB,1722,1452.243174,2869.237163,3124.926614,4,9,CA,143,0,BB,0,1,1,0,200,0,INTERNET,9.885385565,other,0,1,0,7
0,0.7,0.701536797,59,8,30,0.003901609,0.58662837,AA,692,4580.666888,1924.23523,3148.762332,2,8,CA,94,0,BC,0,1,10,1,200,0,INTERNET,2.891792253,windows,1,1,0,7
0,0.2,0.080607263,-1,29,30,0.007308218,102.4494633,AA,2013,14037.05567,6771.670091,3149.352993,9,14,CA,243,0,BA,1,1,10,0,1500,0,INTERNET,3.407213307,linux,1,1,0,7
0,0.6,0.246229932,9,15,30,0.011032334,-0.708402743,AC,1281,2649.760962,2387.678861,4938.144599,1,11,CA,79,0,BC,1,0,-1,0,200,0,INTERNET,1.819780322,other,1,1,0,7
0,0.9,0.17472645,-1,115,50,0.030480882,-0.926236266,AB,100,2452.381502,1848.811235,3138.183124,18,6,CA,236,0,BA,1,1,1,0,990,0,INTERNET,0.038581526,linux,1,1,0,7
0,0.9,0.492473014,-1,21,50,0.021865789,49.87664887,AA,3981,3737.368098,2969.804145,3109.02044,27,8,CA,112,0,BC,0,1,21,1,500,0,INTERNET,1.51373552,other,1,1,0,7
0,0.1,0.071326144,-1,67,50,0.008938274,-0.971516122,AB,724,5450.740704,3907.16675,3150.313729,2,11,CA,94,1,BB,1,0,30,0,200,0,INTERNET,2.039100728,linux,1,1,0,7
0,0.2,0.611823221,-1,115,10,0.000143841,-0.653446683,AC,364,1651.509813,2057.561539,3102.051297,1,10,CE,108,1,BE,0,1,-1,0,200,0,INTERNET,22.68456899,windows,0,1,0,7
0,0.5,0.445657289,-1,95,40,0.013174768,-1.402996008,AB,1941,2408.926925,2036.294576,3105.257626,6,4,CA,182,0,BA,0,1,29,0,1000,0,INTERNET,6.668862837,linux,1,1,0,7
0,0.8,0.352037353,-1,115,40,0.002315259,-1.136563535,AD,1046,4126.633235,3240.347346,3115.24984,1,8,CA,131,1,BE,0,1,-1,0,200,0,INTERNET,4.164654607,windows,1,1,0,7
0,0.1,0.041811272,27,7,30,0.003648968,-0.855964922,AB,1964,3491.946486,2786.958128,3077.805382,40,5,CD,223,1,BB,1,1,1,0,1500,0,INTERNET,14.01543246,windows,1,1,0,7
0,0.6,0.851337345,-1,152,20,0.033513278,26.10457264,AA,832,4493.219993,3613.201154,3063.48695,371,16,CA,135,1,BC,0,1,1,0,500,0,INTERNET,7.538484053,windows,0,1,0,7
0,0.2,0.21708014,25,11,50,0.033037185,28.749473,AB,799,4032.98024,2504.681595,3071.988314,23,4,CA,106,1,BC,0,1,1,1,200,0,INTERNET,6.12747616,linux,0,1,0,7
0,0.7,0.333521243,12,2,50,0.007998477,-1.496740329,AD,602,2827.876526,2543.10313,5632.107873,12,6,CA,238,0,BB,0,1,26,0,990,0,INTERNET,44.40051702,linux,1,1,0,7
0,0.1,0.196017027,13,14,20,0.011587086,-1.100032392,AB,657,3160.627919,3142.600559,3108.323748,13,9,CA,95,1,BC,0,1,29,0,200,0,INTERNET,14.69927255,macintosh,1,1,0,7
0,0.8,0.780410994,-1,36,30,0.003875306,-0.523666589,AC,602,4815.35846,2825.702404,3089.595601,1,2,CA,259,1,BD,0,1,-1,0,1500,0,INTERNET,22.88388773,windows,1,1,0,7
0,0.9,0.070319396,50,13,30,0.021205168,-1.061263435,AB,737,7915.470016,4939.110886,3086.84709,10,9,CA,134,0,BC,0,1,15,0,200,0,INTERNET,14.65103012,windows,0,1,0,7
0,0.3,0.303684756,-1,24,30,0.003138328,-1.136306476,AB,2519,1642.333684,2594.924853,4349.242413,908,11,CB,179,0,BC,0,1,1,0,200,0,INTERNET,1.110220115,other,1,1,0,7
0,0.1,0.514684356,-1,46,20,0.010007202,-1.21475514,AD,2442,3796.325592,3845.143509,5498.255112,11,14,CA,116,1,BC,0,1,15,0,200,0,INTERNET,3.284727175,windows,1,1,0,7
0,0.9,0.046397398,-1,53,20,0.03061024,-1.857915617,AB,1266,1277.385676,3245.442525,3087.497355,831,16,CA,119,1,BB,1,1,28,0,200,0,INTERNET,9.740696307,linux,1,1,0,7
0,0.4,0.1158697,-1,47,30,0.010230087,3.838421941,AA,1241,3119.004351,3743.948228,3105.069167,509,9,CA,84,0,BA,1,0,22,0,200,0,INTERNET,5.896753688,other,1,1,0,7
0,0.6,0.407373734,173,166,40,0.007458114,-0.825587055,AC,381,3474.980127,2364.105491,3129.568283,0,6,CA,112,0,BA,1,0,-1,1,200,0,INTERNET,3.80745062,windows,1,1,0,7
0,0.9,0.195454912,27,7,30,1.42483039,-1.301144972,AC,1104,6124.028628,4416.105984,3099.688807,1,15,CB,138,0,BC,1,0,-1,0,500,0,INTERNET,5.556033685,linux,1,1,0,7
0,0.7,0.841419697,12,26,30,0.013392843,-0.996145084,AC,960,3245.618265,3152.868649,3102.650178,1,11,CA,125,1,BC,0,1,-1,1,200,0,INTERNET,2.800205506,linux,0,1,0,7
0,0.6,0.808982818,28,8,40,0.01010873,8.854284548,AA,405,5201.580669,3446.480357,3156.956333,251,5,CA,61,1,BC,1,1,15,0,200,0,INTERNET,1.698330106,other,1,1,0,7
0,0.8,0.848880746,-1,13,10,0.007805944,-0.422050592,AC,540,4526.140944,2146.764116,3156.696661,1,9,CA,182,0,BD,1,1,-1,0,990,0,INTERNET,7.410380003,windows,1,1,0,7
0,0.8,0.313961202,-1,19,40,0.020498635,-1.391142278,AB,849,1663.075028,1792.975926,3063.333595,1,2,CA,187,1,BB,1,1,10,1,1000,0,INTERNET,3.368830428,windows,1,1,0,7
0,0.8,0.257857795,90,3,40,0.014743103,-0.943316889,AB,412,3943.319258,6504.862947,5048.119084,135,8,CA,139,1,BC,0,1,16,0,200,0,INTERNET,2.244338408,linux,1,1,0,7
0,0.6,0.53602893,27,4,20,0.006059731,-1.219321753,AB,417,7652.895554,3585.382761,4286.635258,9,5,CA,66,0,BC,0,1,11,0,200,0,INTERNET,9.365737031,windows,1,1,0,7
0,0.8,0.495237075,-1,46,20,0.009642243,-0.971144362,AC,168,11052.58645,5688.512659,5302.109032,1,6,CA,52,1,BC,1,1,1,0,200,0,INTERNET,2.34314103,windows,0,1,0,7
0,0.1,0.863520852,-1,257,20,0.022786697,15.73776127,AA,1745,3573.995763,3239.401785,3077.675755,0,7,CA,178,0,BE,0,1,26,1,500,0,INTERNET,16.75832689,linux,1,1,0,7
0,0.9,0.810510379,22,6,40,0.020086821,-1.692398732,AC,847,7425.642216,6212.667958,3148.729251,0,6,CA,109,0,BC,0,1,-1,0,200,0,INTERNET,5.9139802,other,1,1,0,7
0,0.2,0.143687087,-1,179,30,0.003622957,-1.755346689,AB,1932,8443.351436,6034.283606,3084.49265,0,10,CA,139,0,BA,0,1,-1,0,200,0,INTERNET,6.232499902,windows,0,1,0,7
0,0.5,0.168512867,-1,35,50,0.021465939,13.93107606,AA,935,2959.635995,3528.302168,4296.591023,2,7,CA,84,1,BC,0,1,-1,0,200,0,INTERNET,8.237595662,other,1,1,0,7
0,0.1,0.479825066,56,7,20,0.015002123,-0.957448398,AC,1676,1886.345382,2324.158405,3065.045734,1,9,CA,223,1,BE,0,1,-1,0,1500,0,INTERNET,10.9475171,other,0,1,0,7
0,0.9,0.501255764,-1,167,50,0.006517207,-0.575532251,AB,493,2345.912263,2546.396801,3211.819154,8,7,CA,215,0,BA,0,1,10,0,990,0,INTERNET,4.953649215,windows,0,1,0,7
0,0.1,0.659495922,-1,104,40,0.006881946,-0.734950614,AB,848,2039.674425,3333.680067,3126.000062,15,5,CB,99,0,BB,1,1,1,0,200,0,INTERNET,2.329126404,other,1,1,0,7
0,0.1,0.462308352,135,8,20,0.019698115,-0.612360458,AB,583,3934.407645,3283.824984,5166.004805,23,7,CA,162,0,BE,1,1,11,0,1500,0,INTERNET,5.778446696,linux,0,1,0,7
0,0.4,0.235704289,307,16,20,0.00982378,-1.071958641,AC,1175,4632.794817,2589.590044,3103.332138,0,11,CA,64,0,BA,0,1,-1,0,200,0,INTERNET,5.747116543,linux,1,1,0,7
0,0.6,0.319986536,-1,98,30,0.008226556,-1.49445301,AC,307,3914.923584,3352.289759,3181.203885,1,7,CA,123,0,BE,0,1,-1,0,200,0,INTERNET,4.413547083,other,1,1,0,7
0,0.8,0.044342885,-1,164,20,0.033291037,-0.970463185,AC,1110,4492.906882,2303.907099,3188.513837,1,4,CA,96,0,BB,0,1,-1,0,200,0,INTERNET,5.816128538,other,0,1,0,7
0,0.9,0.147225717,54,21,30,0.022830576,33.83584583,AA,361,4144.647063,2341.169652,3060.593862,18,11,CA,90,1,BC,1,1,1,0,200,0,INTERNET,3.646529803,linux,0,1,0,7
0,0.8,0.993305464,-1,135,20,0.014847906,32.58799062,AA,960,2802.995129,2380.099502,3076.866251,16,3,CA,92,1,BE,1,1,21,0,200,0,INTERNET,1.184342981,other,0,1,0,7
0,0.7,0.428618948,-1,20,30,0.006613884,25.65006245,AA,1674,2476.876879,2168.400819,3061.64618,779,7,CA,107,0,BC,0,1,10,1,500,0,INTERNET,7.774703038,linux,0,1,0,7
0,0.9,0.056411219,-1,44,40,0.008005959,49.8254282,AA,1073,3792.675576,2811.098016,3176.992426,6,3,CA,141,0,BB,1,1,1,0,1000,0,INTERNET,2.775410915,linux,1,1,0,7
0,0.9,0.70532443,57,9,30,0.032583283,103.69255,AA,307,4357.600846,4029.381331,3198.959612,918,11,CA,180,0,BC,0,1,1,0,500,0,INTERNET,10.20207981,other,1,1,0,7
0,0.9,0.098091964,106,9,30,0.0005547,49.70263847,AA,666,3132.196584,2212.220328,3135.673472,2,18,CA,279,0,BC,0,1,1,1,990,0,INTERNET,5.169049341,linux,0,1,0,7
0,0.9,0.012914183,-1,26,40,0.008920953,-0.995583041,AB,1076,3968.37317,4006.659987,3079.21819,17,5,CA,112,1,BC,1,1,5,1,200,0,INTERNET,2.570762023,linux,1,1,0,7
0,0.2,0.196319667,-1,25,40,0.03140413,9.910438984,AA,1117,3628.511643,3134.560426,3031.488221,28,5,CA,136,1,BB,0,1,15,0,200,0,INTERNET,4.530662684,linux,0,1,0,7
0,0.6,0.117090517,-1,40,50,10.43741425,23.15100954,AA,829,4883.570112,3573.422676,6386.7809,23,4,CD,65,1,BE,1,1,28,0,200,0,INTERNET,2.532131536,other,1,1,0,7
0,0.3,0.463155565,-1,91,40,0.000331389,-0.794707094,AC,883,5069.99557,3392.50756,3080.129158,0,11,CF,66,1,BD,0,1,-1,0,200,0,INTERNET,3.707567453,linux,0,1,0,7
0,0.9,0.775329003,-1,83,10,0.031444125,-1.035001792,AB,706,1145.943681,2341.354358,4382.717613,13,5,CA,197,0,BE,0,1,10,0,500,0,INTERNET,5.748648913,other,1,1,0,7
0,0.8,0.468165046,-1,67,40,0.019518017,-1.330539014,AB,1175,4664.792717,4494.683786,3890.300184,1705,5,CB,50,1,BC,0,0,15,1,200,0,INTERNET,6.499707542,other,1,1,0,7
0,0.7,0.889755245,-1,44,60,19.39995483,12.47208283,AA,568,6380.03711,6924.196799,3092.221963,763,1,CC,166,0,BC,0,1,1,0,500,0,INTERNET,57.39482136,windows,1,1,0,7
0,0.6,0.740964654,12,1,20,0.007829461,-1.724733436,AB,39,1482.456028,2819.717915,3554.596051,0,8,CA,172,0,BC,0,1,-1,1,500,0,INTERNET,4.050414939,other,0,1,0,7
0,0.3,0.608380792,-1,384,40,0.003950586,-0.997729742,AC,1230,3831.477618,3154.695009,3852.547776,1,6,CA,200,0,BB,1,1,-1,1,1000,0,INTERNET,3.959628943,windows,0,1,0,7
0,0.9,0.73755225,29,18,40,1.922224913,-0.350383679,AC,867,5083.344727,2755.235766,3638.916229,1,9,CA,273,0,BC,0,1,-1,0,1500,0,INTERNET,4.686144773,other,1,1,0,7
0,0.9,0.764681386,32,10,30,0.002418075,-0.986957869,AB,296,3041.227418,3662.492836,3052.785325,8,5,CA,136,1,BD,1,1,1,0,200,0,INTERNET,2.735744964,other,1,1,0,7
0,0.6,0.513720604,78,10,20,0.009502306,-1.030966535,AB,677,4347.406586,2254.322112,3190.029148,11,5,CA,92,1,BC,0,1,25,0,200,0,INTERNET,0.99788251,linux,0,1,0,7
0,0.9,0.479255096,37,13,20,0.000220809,-1.07002313,AB,148,3604.604425,3339.763661,3102.099233,14,11,CA,60,0,BC,1,1,1,0,200,0,INTERNET,12.19920069,windows,0,1,0,7
0,0.9,0.706683635,-1,78,30,0.031205228,-0.698816474,AB,476,2384.407254,2951.167941,3115.403414,5,7,CA,221,1,BA,1,1,26,1,1500,0,INTERNET,6.843247089,other,0,1,0,7
0,0.7,0.334212846,-1,34,20,0.016797056,8.970597687,AD,705,5441.541068,2457.930806,3136.929644,11,11,CA,84,0,BE,1,1,25,0,200,0,INTERNET,3.798092529,other,1,1,0,7
0,0.1,0.484841103,-1,18,40,0.021406512,-0.405312665,AC,1996,2940.593644,4816.099243,5856.929787,1,8,CA,129,0,BB,1,1,-1,0,500,0,INTERNET,16.13734295,other,1,1,0,7
0,0.6,0.6414661,-1,254,10,0.024897092,-1.348192016,AC,657,3093.464312,2381.930875,3112.538316,1,4,CA,169,1,BA,0,1,-1,0,500,0,INTERNET,13.3831471,linux,0,1,0,7
0,0.9,0.026173821,-1,71,40,0.002862925,17.65785628,AA,827,1926.242778,2030.055895,3094.409508,15,6,CA,151,1,BC,0,1,10,0,200,0,INTERNET,10.08903926,linux,0,1,0,7
0,0.6,0.092653847,-1,257,50,0.023860074,19.11321428,AA,842,2600.740038,3255.860876,3103.240672,651,2,CA,147,1,BA,1,0,1,0,1500,0,INTERNET,5.191583132,windows,0,1,0,7
0,0.2,0.251409604,-1,43,30,0.00431817,-0.896596388,AC,1112,6279.383917,2547.103551,3155.108203,0,7,CF,63,1,BB,1,1,-1,0,200,0,INTERNET,4.123918984,linux,1,1,0,7
0,0.8,0.572312207,-1,195,40,0.016318671,39.59594788,AA,742,8902.644474,5715.577403,3089.418202,6,5,CA,77,0,BE,0,1,26,0,200,0,INTERNET,3.077685483,other,1,1,0,7
0,0.6,0.39358859,35,5,20,16.44344548,-1.37477568,AC,389,4166.450209,2433.754142,3065.76759,8,10,CA,78,0,BC,0,1,-1,0,200,0,INTERNET,1.715930437,windows,1,1,0,7
0,0.1,0.467039582,-1,28,30,0.034314993,-0.984327467,AB,2189,4240.350859,2313.59479,3089.767917,18,7,CF,224,1,BB,0,1,26,0,200,0,INTERNET,2.12040327,macintosh,1,1,0,7
0,0.9,0.536372771,-1,30,20,0.00164052,-0.787100308,AC,870,6595.025295,3008.570431,3175.265107,2,9,CA,112,1,BB,1,1,-1,1,200,0,INTERNET,2.258416154,linux,0,1,0,7
0,0.1,0.08011235,-1,191,30,0.003468973,-1.834472981,AB,722,3068.183759,2229.864989,3050.100751,7,6,CA,113,0,BA,0,1,30,0,500,0,INTERNET,6.293120158,windows,0,1,0,7
0,0.9,0.079399852,-1,20,30,0.024040385,-1.173376222,AD,2069,1965.71345,2344.17144,3115.835547,45,14,CA,127,1,BA,0,1,1,0,500,0,INTERNET,5.565734355,windows,0,1,0,7
0,0.9,0.287695024,-1,29,40,0.003071344,-1.443746114,AB,1316,2092.938117,3870.376555,3078.079405,2,7,CA,88,1,BB,0,1,28,0,200,0,INTERNET,1.4780861,linux,1,1,0,7
0,0.9,0.774216324,-1,36,40,0.027809055,-1.517931685,AC,804,4042.12796,3146.702343,3122.133661,1,3,CA,126,1,BC,1,1,-1,1,200,0,INTERNET,1.935124786,other,1,1,0,7
0,0.6,0.180838529,10,2,50,14.20507208,-1.435616067,AB,364,943.8049598,3518.641067,3076.616685,0,10,CA,64,1,BC,0,1,28,0,200,0,INTERNET,14.25615924,linux,1,1,0,7
0,0.8,0.173851901,-1,34,20,0.009249963,-0.664046956,AB,624,2986.971613,3449.179044,3094.759229,14,9,CA,86,1,BE,0,1,1,0,200,0,INTERNET,4.270858934,other,1,1,0,7
0,0.3,0.011995962,58,5,40,0.002646747,-1.116803074,AD,954,4364.033299,3610.158571,3162.808626,16,10,CA,133,1,BE,0,1,31,0,200,1,INTERNET,2.012490742,linux,0,1,0,7
0,0.8,0.109780153,-1,134,20,0.022206849,-1.190615793,AB,1308,3452.198136,3122.8982,3117.477462,2,5,CE,144,0,BE,0,1,28,0,200,0,INTERNET,2.162590866,windows,1,1,0,7
0,0.1,0.289490617,-1,43,40,0.018343085,-1.272840418,AC,439,4449.685426,2936.704142,3116.449357,0,2,CD,109,1,BB,1,1,-1,0,200,0,INTERNET,1.045057035,other,1,1,0,7
0,0.1,0.844183692,-1,13,20,0.046055941,-0.844465397,AD,1087,711.0171513,2641.976392,3147.908582,1,3,CA,273,0,BE,0,1,22,0,1000,0,INTERNET,6.748012518,windows,0,1,0,7
0,0.9,0.184693739,-1,103,30,0.004972823,-0.985604302,AC,1174,1463.289823,3115.842479,3188.613787,1,5,CA,112,1,BB,1,1,-1,0,200,0,INTERNET,6.413259681,other,1,1,0,7
0,0.8,0.195019956,-1,132,30,0.04053637,-1.428511251,AD,1631,1588.92305,7222.533372,3091.896613,367,6,CA,65,1,BE,0,1,1,0,1500,0,INTERNET,2.886368706,windows,1,1,0,7
0,0.2,0.517657479,24,1,10,0.002447742,-0.495184977,AB,855,1551.145163,3263.259654,5132.208634,8,9,CA,99,1,BC,0,1,1,0,200,0,INTERNET,1.672077292,macintosh,1,1,0,7
0,0.9,0.86057359,13,0,40,0.045860665,-1.355161124,AB,279,2631.025473,4509.381487,3092.349326,17,11,CD,261,1,BC,0,1,1,0,1500,0,INTERNET,7.521666457,other,,,,
0,0.7,0.789786129,-1,98,50,0.009776258,-0.571575703,AC,1051,2747.03665,3312.588,3858.432825,0,1,CA,180,1,BB,1,1,-1,0,1500,0,INTERNET,7.855348204,windows,,,,
0,0.7,0.450953383,-1,49,20,13.73965203,10.99222086,AC,1730,3767.310661,2060.36754,3091.058829,2,6,CA,64,0,BC,1,1,28,0,200,0,INTERNET,4.898455394,other,,,,
0,0.4,0.485080106,27,9,30,0.004286347,-0.817100236,AB,1728,353.4751248,4378.204799,3122.569548,641,2,CB,75,0,BA,1,1,20,0,500,1,INTERNET,6.534472282,other,,,,
0,0.2,0.405393486,-1,293,10,0.012647282,-1.365704223,AD,628,10930.62082,6371.388808,3095.524004,558,24,CA,125,0,BE,0,1,28,0,200,0,INTERNET,6.355167136,windows,,,,
0,0.2,0.525190944,-1,69,30,0.038931873,37.23832053,AD,917,4341.869487,3541.438762,3115.438214,38,10,CF,16,0,BB,1,1,15,0,200,0,INTERNET,3.686207062,windows,,,,
0,0.6,0.869517788,-1,24,20,0.002591446,-1.472525541,AB,502,2182.358582,3114.70239,3062.534492,14,10,CA,153,1,BE,0,1,31,0,200,0,INTERNET,5.633264152,macintosh,,,,
0,0.5,0.283195304,-1,161,30,4.077019154,-0.790818097,AC,2510,2652.030987,1494.807952,3120.669669,0,5,CA,251,1,BA,0,1,-1,0,1900,0,INTERNET,4.146900294,macintosh,,,,
0,0.7,0.686968882,-1,7,30,0.015640211,-0.672537775,AB,1068,3035.963619,2122.588532,3093.154862,1,14,CD,123,1,BB,1,1,11,0,200,0,INTERNET,8.695459408,other,,,,
0,0.5,0.47405184,95,35,30,0.00115972,-1.200748611,AC,542,1206.318772,2486.67419,3091.769715,17,10,CD,119,1,BA,0,0,-1,0,200,0,INTERNET,4.066219475,windows,,,,
0,0.9,0.291875714,26,26,20,0.001695412,-0.556214435,AD,830,709.4077278,3151.333615,3135.59245,11,10,CA,128,1,BD,1,1,10,0,200,0,INTERNET,7.846385965,other,,,,
0,0.6,0.88259249,65,12,20,0.019446925,-1.44197065,AB,639,3386.553791,2795.83648,3157.492985,10,11,CA,190,0,BE,1,1,1,0,500,0,INTERNET,11.35493408,other,,,,
0,0.4,0.051592299,-1,230,60,0.005884131,-0.909619944,AB,822,2607.992435,2685.110818,3151.387499,215,7,CB,97,0,BB,1,0,20,1,200,0,INTERNET,6.421493733,windows,,,,
0,0.7,0.491531075,-1,49,30,0.000432482,34.21352006,AA,1082,4439.06533,2569.549954,3058.193565,20,7,CA,107,0,BC,0,1,1,0,200,0,INTERNET,9.172383068,linux,,,,
0,0.7,0.109267112,-1,179,40,0.001632173,-1.367859174,AA,370,4092.615691,3051.445998,3205.850363,0,4,CA,176,0,BE,0,1,1,1,200,0,INTERNET,0.355977869,other,,,,
0,0.8,0.744089057,-1,48,50,0.013874267,-1.402129904,AB,763,3870.713461,3455.722298,3128.221199,15,6,CB,103,0,BB,1,1,28,0,200,0,INTERNET,11.62404289,windows,,,,
0,0.9,0.685315145,27,2,10,0.011131349,-0.677746951,AD,1363,3065.38162,6798.612839,3032.267331,8,10,CA,85,0,BC,1,0,1,0,200,0,INTERNET,4.20308058,windows,,,,
0,0.9,0.637315198,-1,146,40,0.015030447,-0.071693671,AB,926,480.645324,3239.086562,3113.13576,6,7,CA,241,0,BA,0,1,1,1,1500,0,INTERNET,1.956725201,windows,,,,
